,NOMBRE,CONTROL,TIPO_MONITOREO,COSTO_MATRICULA,ESTADO,INGRESOS_FAMILIARES_M1,INGRESOS_FAMILIARES_H2,Labels_3Clusters
1327,Indian Capital Technology Center-Muskogee,1,0,3000.0,41,0.119318182,0.0,2
1329,College of Southern Maryland,1,0,3336.0,23,0.15777064504154126,0.09437983713587411,2
1330,North Arkansas College,1,0,1896.0,2,0.161473088,0.09437983713587411,2
1335,Santa Fe College,1,0,2532.0,10,0.15777064504154126,0.09437983713587411,2
1338,San Diego Miramar College,1,0,1142.0,5,0.157127622,0.09437983713587411,2
1339,Mt San Antonio College,1,0,1346.0,5,0.15777064504154126,0.09437983713587411,2
1343,Quinebaug Valley Community College,1,0,3786.0,7,0.15777064504154126,0.09437983713587411,2
1344,Dickinson State University,1,0,5846.0,33,0.174545455,0.129090909,2
1347,Tri-County Community College,1,0,2346.0,32,0.15777064504154126,0.09437983713587411,2
1353,Southern Maine Community College,1,0,3634.0,24,0.15777064504154126,0.09437983713587411,2
1369,California State University-Dominguez Hills,1,0,6100.0,5,0.15777064504154126,0.09437983713587411,2
1373,Chandler-Gilbert Community College,1,0,1974.0,4,0.15777064504154126,0.09437983713587411,2
1376,Santa Rosa Junior College,1,0,1280.0,5,0.15777064504154126,0.09437983713587411,2
1378,West Kentucky Community and Technical College,1,0,3456.0,20,0.15777064504154126,0.09437983713587411,2
1385,East Central University,1,0,5241.0,41,0.197339246,0.054878049,2
1391,Somerset Community College,1,0,3456.0,20,0.125908508,0.005985464,2
1394,Saint Paul College,1,0,5198.0,27,0.15777064504154126,0.09437983713587411,2
1395,Lamar State College-Port Arthur,1,0,5091.0,50,0.168421053,0.022009569,2
1400,State Fair Community College,1,0,2940.0,28,0.15777064504154126,0.09437983713587411,2
1408,Northwest College,1,0,2653.0,58,0.194666667,0.06,2
1410,Gaston College,1,0,2560.0,32,0.15777064504154126,0.09437983713587411,2
1411,Murray State College,1,0,4134.0,41,0.15777064504154126,0.09437983713587411,2
1419,City College Montana State University Billings,1,0,3782.0,31,0.160051769,0.072476273,2
1428,Savannah State University,1,0,5415.0,12,0.15777064504154126,0.09437983713587411,2
1429,Truckee Meadows Community College,1,0,2700.0,38,0.15777064504154126,0.09437983713587411,2
1434,Monroe County Community College,1,0,3190.0,26,0.15777064504154126,0.09437983713587411,2
1438,Santa Monica College,1,0,1140.0,5,0.15777064504154126,0.09437983713587411,2
1439,Milwaukee Area Technical College,1,0,4153.0,56,0.15777064504154126,0.09437983713587411,2
1440,Williamsburg Technical College,1,0,3650.0,47,0.106177606,0.0,2
1445,Tennessee College of Applied Technology-Covington,1,0,3477.0,49,0.096491228,0.0,2
1447,Volunteer State Community College,1,0,3607.0,49,0.181023175,0.02645387,2
1456,Brattleboro Center - Closed July 2013,2,0,0.0,54,0.14186649974413781,0.0711596745923386,2
1458,Allan Hancock College,1,0,1346.0,5,0.15777064504154126,0.09437983713587411,2
1463,Leeward Community College,1,0,2599.0,14,0.15777064504154126,0.09437983713587411,2
1467,Jefferson Davis Community College,1,0,3908.0,1,0.152112676,0.0,2
1470,Ozark Christian College,2,0,11040.0,28,0.199488491,0.10230179,2
1494,Kirtland Community College,1,0,3355.0,26,0.11368736,0.008975318,2
1497,Ohio State University-Lima Campus,1,0,7140.0,40,0.15777064504154126,0.09437983713587411,2
1498,Tennessee College of Applied Technology-Hohenwald,1,0,3477.0,49,0.174807198,0.0,2
1502,Del Mar College,1,0,2520.0,50,0.15777064504154126,0.09437983713587411,2
1503,Monongalia County Technical Education Center,1,0,3945.0,57,0.184210526,0.0,2
1510,Kellogg Community College,1,0,3054.0,26,0.135863586,0.01980198,2
1512,Gavilan College,1,0,1245.0,5,0.166985341,0.09437983713587411,2
1514,Carlson College of Massage Therapy,3,0,8500.0,15,0.216666667,0.04793951204880309,2
1516,High Plains Technology Center,1,0,1582.0,41,0.15777064504154126,0.0,2
1518,University of New Mexico-Los Alamos Campus,1,0,1665.0,37,0.15777064504154126,0.09437983713587411,2
1522,Thomas University,2,0,14740.0,12,0.204508857,0.057971015,2
1523,Southeastern Technical Institute,1,0,8476.0,22,0.189944134,0.09437983713587411,2
1529,Atlanta Technical College,1,0,2544.0,12,0.15777064504154126,0.09437983713587411,2
1545,Armstrong Atlantic State University,1,0,5085.0,12,0.175302513,0.085324232,2
1547,Collin County Community College District,1,0,1144.0,50,0.15777064504154126,0.09437983713587411,2
1549,Commonwealth Institute of Funeral Service,2,0,10904.0,50,0.190839695,0.038167939,2
1550,Montana State University-Northern,1,0,5480.0,31,0.171309192,0.052924791,2
1565,Rich Mountain Community College,1,0,2208.0,2,0.145956608,0.0,2
1570,Puerto Rico Conservatory of Music,1,0,3370.0,44,0.248366013,0.09437983713587411,2
1577,University of Hawaii at Manoa,1,0,9904.0,14,0.145900581,0.131052292,2
1592,Buckeye Hills Career Center,1,0,7800.0,40,0.156424581,0.09437983713587411,2
1597,Southern Oregon University,1,0,7438.0,42,0.147621383,0.09073075,2
1598,Snow College,1,0,3220.0,51,0.15777064504154126,0.09437983713587411,2
1600,Polk State College,1,0,3366.0,10,0.168446026,0.012031859,2
1602,Fairmont State University,1,0,5824.0,57,0.146731235,0.097820823,2
1608,Caldwell Community College and Technical Institute,1,0,2364.0,32,0.15777064504154126,0.09437983713587411,2
1613,Gwinnett Technical College,1,0,2700.0,12,0.15777064504154126,0.09437983713587411,2
1615,Waubonsee Community College,1,0,2520.0,17,0.15777064504154126,0.09437983713587411,2
1616,Missouri Western State University,1,0,6400.0,28,0.178708686,0.073789393,2
1623,Northwest Florida State College,1,0,3064.0,10,0.184532925,0.011102603,2
1624,Mesabi Range Community and Technical College,1,0,5293.0,27,0.152811736,0.041564792,2
1625,Coastal Bend College,1,0,2752.0,50,0.158793398,0.019351167,2
1633,Williston State College,1,0,3624.0,33,0.14321608,0.105527638,2
1636,Susquehanna County Career and Technology Center,1,0,12600.0,43,0.202247191,0.09437983713587411,2
1637,Harrisburg Area Community College-York,1,0,5295.0,43,0.157666895,0.05172021,2
1639,Helene Fuld College of Nursing,2,0,16693.0,39,0.339869281,0.030501089,2
1642,Highlands College of Montana Tech,1,0,3226.0,31,0.13986014,0.091783217,2
1643,Kent State University at Tuscarawas,1,0,5554.0,40,0.15777064504154126,0.09437983713587411,2
1645,Southern Oklahoma Technology Center,1,0,2926.0,41,0.15777064504154126,0.0,2
1646,Kennesaw State University,1,0,5818.0,12,0.1549524,0.136520154,2
1650,Butler County Community College,1,0,3720.0,43,0.15777064504154126,0.09437983713587411,2
1656,Central Texas College,1,0,1890.0,50,0.15777064504154126,0.09437983713587411,2
1657,Southwest Wisconsin Technical College,1,0,3964.0,56,0.161380597,0.025186567,2
1660,Mountain Empire Community College,1,0,3192.0,52,0.140612726,0.0,2
1664,San Joaquin Delta College,1,0,1104.0,5,0.15777064504154126,0.09437983713587411,2
1665,College of the Redwoods,1,0,1140.0,5,0.15777064504154126,0.09437983713587411,2
1670,Robeson Community College,1,0,2368.0,32,0.15777064504154126,0.09437983713587411,2
1676,Front Range Community College,1,0,3224.0,6,0.161872167,0.053279068,2
1677,Cumberland County College,1,0,4200.0,36,0.169026549,0.025663717,2
1680,Kent State University at Trumbull,1,0,5554.0,40,0.15777064504154126,0.09437983713587411,2
1688,Sandhills Community College,1,0,2385.0,32,0.15777064504154126,0.09437983713587411,2
1689,University of Puerto Rico-Mayaguez,1,0,2019.0,44,0.220918866,0.00325839,2
1696,Ashland County-West Holmes Career Center,1,0,4810.0,40,0.15777064504154126,0.0,2
1698,Doane College-Lincoln Grand Island and Master,2,0,9065.0,34,0.14985015,0.118881119,2
1703,Darton State College,1,0,3241.0,12,0.162025317,0.028270042,2
1704,Acadiana Technical College-Lafayette Campus,1,0,3151.0,21,0.15777064504154126,0.09437983713587411,2
1706,Central Louisiana Technical Community College,1,0,1447.0,21,0.107497742,0.0,2
1710,Paul Mitchell the School-Las Vegas,3,0,15900.0,38,0.206451613,0.064516129,2
1714,Mercer County Technical Education Center,1,0,3200.0,57,0.15777064504154126,0.0,2
1717,Ohio University-Zanesville Campus,1,0,4982.0,40,0.15777064504154126,0.09437983713587411,2
1724,Southwestern Community College,1,0,2086.0,32,0.1709062,0.09437983713587411,2
1732,Oklahoma School of Photography,3,0,10938.0,41,0.25,0.04793951204880309,2
1734,CUNY Lehman College,1,0,6108.0,39,0.153646957,0.013163574,2
1737,Caddo Kiowa Technology Center,1,0,2725.0,41,0.15777064504154126,0.0,2
1743,County College of Morris,1,0,4185.0,36,0.15777064504154126,0.09437983713587411,2
1744,Cuyamaca College,1,0,1386.0,5,0.15777064504154126,0.09437983713587411,2
1753,Wright State University-Lake Campus,1,0,5740.0,40,0.143512658,0.101107595,2
1756,Connecticut Aero Tech School,1,0,6500.0,7,0.15777064504154126,0.09437983713587411,2
1762,Arapahoe Community College,1,0,3063.0,6,0.15777064504154126,0.09437983713587411,2
1767,Roanoke-Chowan Community College,1,0,2389.0,32,0.15777064504154126,0.09437983713587411,2
1770,Dixie State University,1,0,4291.0,51,0.168316832,0.05102818,2
1781,Veeb Nassau County School of Practical Nursing,1,1,13500.0,39,0.212837838,0.09437983713587411,2
1784,Gaston College,1,0,2560.0,32,0.15777064504154126,0.09437983713587411,2
1786,Florida State College at Jacksonville,1,0,2830.0,10,0.15777064504154126,0.09437983713587411,2
1793,Lower Columbia College,1,0,4272.0,55,0.113760556,0.01490313,2
1795,Seward County Community College and Area Technical School,1,0,2304.0,19,0.227504245,0.016977929,2
1802,Blackfeet Community College,2,0,2510.0,31,0.12455516,0.0,2
1803,Waynesville Career Center,1,0,14385.0,28,0.292682927,0.0,2
1805,Centralia College,1,0,4335.0,55,0.15777064504154126,0.09437983713587411,2
1807,Germanna Community College,1,0,4170.0,52,0.15777064504154126,0.09437983713587411,2
1809,Instituto Tecnologico de Puerto Rico-Recinto de San Juan,1,0,1105.0,44,0.15777064504154126,0.09437983713587411,2
1814,Chattanooga State Community College,1,0,3651.0,49,0.138284066,0.02999279,2
1821,Granite State College,1,0,7065.0,35,0.172848146,0.048285514,2
1826,College of the Ouachitas,1,0,3367.0,2,0.196850394,0.09437983713587411,2
1828,Kiamichi Technology Center-Idabel,1,0,1638.0,41,0.129899216,0.0,2
1834,Irvine Valley College,1,0,1453.0,5,0.15777064504154126,0.09437983713587411,2
1837,Galveston College,1,0,1900.0,50,0.15777064504154126,0.09437983713587411,2
1847,Southwestern Oklahoma State University,1,0,5460.0,41,0.189393939,0.083333333,2
1858,Ohio State University-Marion Campus,1,0,7140.0,40,0.15777064504154126,0.09437983713587411,2
1875,Jefferson College,1,0,2280.0,28,0.15777064504154126,0.09437983713587411,2
1879,Mt Hood Community College,1,0,4602.0,42,0.129012153,0.024462449,2
1882,Connors State College,1,0,3352.0,41,0.166773163,0.019808307,2
1883,Baptist Bible College & Seminary of Pennsylvania,2,0,19710.0,43,0.243902439,0.051490515,2
1884,New Hope Christian College-Eugene,2,0,14750.0,42,0.219251337,0.0711596745923386,2
1886,Cascadia Community College,1,0,3793.0,55,0.163152053,0.064372919,2
1887,Lander University,1,0,10100.0,47,0.169251517,0.083614295,2
1890,Texas A & M University-Kingsville,1,0,6940.0,50,0.15777064504154126,0.09437983713587411,2
1891,Alpena Community College,1,0,3870.0,26,0.15777064504154126,0.09437983713587411,2
1901,Cameron University,1,0,5055.0,41,0.180604357,0.024595924,2
1918,University of Toledo,1,0,9275.0,40,0.144931397,0.128013854,2
1923,Highline Community College,1,0,4000.0,55,0.15777064504154126,0.09437983713587411,2
1933,Los Angeles Valley College,1,0,1221.0,5,0.15777064504154126,0.09437983713587411,2
1946,Bridgerland Applied Technology College,1,0,3833.0,51,0.15777064504154126,0.09437983713587411,2
1948,Mifflin-Juniata Career and Technology Center,1,0,11525.0,43,0.23943662,0.09437983713587411,2
1952,Great Oaks Institute of Technology and Career Development,1,0,7095.0,40,0.154175589,0.029978587,2
1955,Roxbury Community College,1,1,3962.0,22,0.127988748,0.0,2
1956,Triton College,1,0,3452.0,17,0.15777064504154126,0.09437983713587411,2
1965,Tri County Regional Vocational Technical High School,1,0,6735.0,22,0.15777064504154126,0.09437983713587411,2
1972,Chicago ORT Technical Institute,2,0,5895.0,17,0.14186649974413781,0.0,2
1974,Piedmont Virginia Community College,1,0,3995.0,52,0.15777064504154126,0.09437983713587411,2
1976,AVTEC-Alaska's Institute of Technology,1,0,1320.0,0,0.172093023,0.060465116,2
1977,Carolina College of Biblical Studies,2,0,4725.0,32,0.168539326,0.0711596745923386,2
1979,Eastern Wyoming College,1,0,2472.0,58,0.204280156,0.036964981,2
1982,Central Virginia Community College,1,0,3564.0,52,0.15777064504154126,0.09437983713587411,2
1984,CUNY Kingsborough Community College,1,0,4550.0,39,0.15777064504154126,0.09437983713587411,2
1990,Greenfield Community College,1,0,4838.0,22,0.15777064504154126,0.09437983713587411,2
1992,Mesivta Keser Torah,2,0,13400.0,36,0.268292683,0.0,2
1994,Gogebic Community College,1,0,4114.0,26,0.15777064504154126,0.09437983713587411,2
2001,Delaware County Technical School-Practical Nursing Program,1,0,13620.0,43,0.173333333,0.09437983713587411,2
2006,Owensboro Community and Technical College,1,0,3456.0,20,0.130636325,0.019384745,2
2015,Southeastern Technical College,1,0,2284.0,12,0.15777064504154126,0.09437983713587411,2
2021,Lorain County Community College,1,0,2977.0,40,0.15777064504154126,0.09437983713587411,2
2023,University of Hawaii-West Oahu,1,0,6336.0,14,0.173833486,0.052150046,2
2034,Aiken Technical College,1,0,3818.0,47,0.139943343,0.023229462,2
2060,University of Wisconsin-Parkside,1,0,7316.0,56,0.142465753,0.126484018,2
2064,Sussex County Community College,1,0,5010.0,36,0.14890614,0.099505999,2
2067,Mid-South Community College,1,0,2458.0,2,0.15777064504154126,0.09437983713587411,2
2072,The University of Texas at Tyler,1,0,7222.0,50,0.183831672,0.085640458,2
2080,Northeast Mississippi Community College,1,0,2301.0,30,0.15777064504154126,0.09437983713587411,2
2086,South Georgia Technical College,1,0,2628.0,12,0.15777064504154126,0.09437983713587411,2
2090,Western Kentucky University,1,0,8722.0,20,0.164928771,0.10706418,2
2093,Iowa Lakes Community College,1,0,5324.0,15,0.162995595,0.046989721,2
2094,Metro Technology Centers,1,0,6654.0,41,0.108864697,0.0155521,2
2095,Marion S Whelan School of Nursing of Geneva General Hospital,2,0,8990.0,39,0.227027027,0.054054054,2
2096,New York School of Esthetics & Day Spa,3,0,6775.0,39,0.146067416,0.04793951204880309,2
2112,Helena College University of Montana,1,0,3061.0,31,0.140963855,0.025301205,2
2118,Blue Ridge Community College,1,0,4584.0,52,0.15777064504154126,0.09437983713587411,2
2120,East Georgia State College,1,0,4206.0,12,0.158481365,0.045977012,2
2121,Seattle Community College-North Campus,1,0,3862.0,55,0.151419558,0.09437983713587411,2
2122,Northeast Iowa Community College-Calmar,1,0,5216.0,15,0.15777064504154126,0.09437983713587411,2
2130,Manchester Community College,1,0,3786.0,7,0.189433742,0.014010508,2
2131,Southern University at New Orleans,1,0,4911.0,21,0.15777064504154126,0.09437983713587411,2
2132,Moreno Valley College,1,0,1416.0,5,0.15777064504154126,0.09437983713587411,2
2134,San Jacinto College-North Campus,1,0,1312.0,50,0.15777064504154126,0.09437983713587411,2
2137,Northeast Community College,1,0,2910.0,34,0.188954815,0.028297581,2
2142,Oxnard College,1,0,1388.0,5,0.15777064504154126,0.09437983713587411,2
2148,North Lake College,1,0,1560.0,50,0.15777064504154126,0.09437983713587411,2
2152,CUNY Bernard M Baruch College,1,0,6210.0,39,0.154104556,0.023934495,2
2155,Suwannee-Hamilton Technical Center,1,0,3379.0,10,0.109589041,0.0,2
2177,University of North Carolina at Asheville,1,0,6241.0,32,0.141274238,0.114958449,2
2178,Pamlico Community College,1,0,2326.0,32,0.150753769,0.0,2
2180,Southwest Applied Technology Center,1,0,335.0,51,0.12244898,0.0,2
2193,Renton Technical College,1,0,4720.0,55,0.164780764,0.01768034,2
2197,Hocking College,1,0,4290.0,40,0.15777064504154126,0.09437983713587411,2
2202,Pioneer Career and Technology Center,1,0,4240.0,40,0.15777064504154126,0.0,2
2205,University of South Alabama,1,0,6948.0,1,0.161352657,0.097391304,2
2209,Roane State Community College,1,0,3621.0,49,0.178789731,0.014669927,2
2219,Morgan Community College,1,0,3224.0,6,0.172672673,0.016516517,2
2220,Elizabeth City State University,1,0,4429.0,32,0.179292929,0.04040404,2
2224,Winter Park Tech,1,0,3717.0,10,0.109144543,0.0,2
2226,Minnesota West Community and Technical College,1,0,5660.0,27,0.177821522,0.024278215,2
2233,Elgin Community College,1,0,2626.0,17,0.15777064504154126,0.09437983713587411,2
2236,Ashland Community and Technical College,1,0,3456.0,20,0.111209964,0.020907473,2
2253,Georgia Christian University,2,0,5010.0,12,0.14186649974413781,0.0,2
2261,Cowley County Community College,1,0,2356.0,19,0.15777064504154126,0.09437983713587411,2
2266,St Petersburg College,1,0,3232.0,10,0.15777064504154126,0.09437983713587411,2
2269,Ridge Career Center,1,0,3030.0,10,0.124716553,0.0,2
2273,University of West Alabama,1,0,7660.0,1,0.15777064504154126,0.09437983713587411,2
2275,University of Utah,1,0,7457.0,51,0.15777064504154126,0.09437983713587411,2
2276,American University of Puerto Rico,2,0,5521.0,44,0.097272727,0.0,2
2280,Jackson State University,1,0,6348.0,30,0.15777064504154126,0.09437983713587411,2
2285,Murray State University,1,0,7044.0,20,0.147762454,0.112018013,2
2288,Wayne Community College,1,0,2380.0,32,0.15777064504154126,0.09437983713587411,2
2295,Southcentral Kentucky Community and Technical College,1,0,3456.0,20,0.145760336,0.010861948,2
2299,Madison Oneida BOCES-Practical Nursing Program,1,0,7410.0,39,0.15777064504154126,0.09437983713587411,2
2306,University of Louisiana at Monroe,1,0,6318.0,21,0.16900843,0.082296267,2
2309,Citrus College,1,0,1174.0,5,0.15777064504154126,0.09437983713587411,2
2310,Suffolk County Community College,1,0,4850.0,39,0.15777064504154126,0.09437983713587411,2
2316,Flagler Technical Institute,1,0,2914.0,10,0.15777064504154126,0.0,2
2325,Lock Haven University,1,0,8899.0,43,0.153087322,0.141761052,2
2333,Lee College,1,0,1518.0,50,0.156565657,0.015151515,2
2338,Northern New Mexico College,1,0,4060.0,37,0.15777064504154126,0.09437983713587411,2
2347,Iowa Central Community College,1,0,4520.0,15,0.146917259,0.038505615,2
2350,Palm Beach State College,1,0,2378.0,10,0.15777064504154126,0.09437983713587411,2
2359,University of Puerto Rico-Ponce,1,0,2019.0,44,0.231452124,0.09437983713587411,2
2367,St Cloud Technical and Community College,1,0,5301.0,27,0.15777064504154126,0.09437983713587411,2
2375,Greene County Vocational School District,1,0,3698.0,40,0.141935484,0.09437983713587411,2
2376,Institute of American Indian and Alaska Native Culture,1,0,3560.0,37,0.15777064504154126,0.0,2
2390,Ivy Tech Community College-Northcentral,1,0,3605.0,18,0.138444414,0.018811743,2
2394,Western Texas College,1,0,1898.0,50,0.202401372,0.037735849,2
2404,Northeast Wisconsin Technical College,1,0,4059.0,56,0.157385466,0.035545024,2
2405,Northland International University,2,0,13380.0,56,0.298013245,0.0711596745923386,2
2414,Kansas City Kansas Community College,1,0,2490.0,19,0.15777064504154126,0.09437983713587411,2
2415,Angelina College,1,0,2040.0,50,0.163015225,0.0,2
2421,City Colleges of Chicago-Olive-Harvey College,1,0,3070.0,17,0.084073604,0.003172589,2
2432,Edison State Community College,1,0,4149.0,40,0.172720534,0.011860638,2
2433,Cuesta College,1,0,1230.0,5,0.170790878,0.036875303,2
2436,Putnam Career and Technical Center,1,0,4642.0,57,0.150442478,0.0,2
2441,Bowie State University,1,0,6971.0,23,0.160754378,0.127974854,2
2442,Manatee Technical Institute,1,0,3950.0,10,0.140077821,0.09437983713587411,2
2446,Lakes Region Community College,1,0,6962.0,35,0.155675676,0.058378378,2
2459,Modern Hairstyling Institute-Carolina,3,0,7400.0,44,0.07826087,0.0,2
2464,University of South Carolina-Salkehatchie,1,0,6482.0,47,0.15777064504154126,0.09437983713587411,2
2475,Butler Community College,1,0,3075.0,19,0.15777064504154126,0.09437983713587411,2
2476,Pinellas Technical Education Center-St Petersburg,1,0,3942.0,10,0.091533181,0.0,2
2485,Orangeburg Calhoun Technical College,1,0,3805.0,47,0.133333333,0.011442786,2
2494,American University of Puerto Rico,2,0,5521.0,44,0.097272727,0.0,2
2498,Hagerstown Community College,1,0,2986.0,23,0.157417103,0.043979058,2
2507,Columbia-Greene Community College,1,0,4290.0,39,0.152995392,0.035944701,2
2514,Missouri State University-West Plains,1,0,4020.0,28,0.15777064504154126,0.09437983713587411,2
2518,Messenger College,2,0,8006.0,50,0.193548387,0.0711596745923386,2
2522,San Jacinto College-South Campus,1,0,1312.0,50,0.15777064504154126,0.09437983713587411,2
2529,Tennessee College of Applied Technology-Whiteville,1,0,3477.0,49,0.114285714,0.0,2
2532,Nebraska Christian College,2,0,11300.0,34,0.266666667,0.0711596745923386,2
2536,Fort Lewis College,1,0,6923.0,6,0.15777064504154126,0.09437983713587411,2
2540,College of the Desert,1,0,1316.0,5,0.15777064504154126,0.09437983713587411,2
2546,SUNY at Purchase College,1,0,7573.0,39,0.15777064504154126,0.09437983713587411,2
2547,Pierce College at Fort Steilacoom,1,0,3777.0,55,0.15777064504154126,0.09437983713587411,2
2548,Riverside City College,1,0,1426.0,5,0.15777064504154126,0.09437983713587411,2
2549,Nashville State Community College,1,0,3561.0,49,0.15777064504154126,0.09437983713587411,2
2554,University of Alabama at Birmingham,1,0,7206.0,1,0.15777064504154126,0.09437983713587411,2
2559,Ecclesia College,2,0,15140.0,2,0.203821656,0.063694268,2
2561,Pickaway Ross Joint Vocational School District,1,0,539.0,40,0.168831169,0.09437983713587411,2
2562,University of Montevallo,1,0,10000.0,1,0.145175064,0.116140051,2
2566,Western New Mexico University,1,0,4723.0,37,0.143187067,0.030023095,2
2572,Virginia Western Community College,1,0,4004.0,52,0.151166058,0.018263557,2
2575,Blinn College,1,0,2464.0,50,0.163907088,0.107683145,2
2607,Augusta Technical College,1,0,2498.0,12,0.133483526,0.006195438,2
2611,Ivy Tech Community College-Bloominton,1,0,3605.0,18,0.138444414,0.018811743,2
2615,Clarendon College,1,0,2184.0,50,0.15777064504154126,0.09437983713587411,2
2620,Yakima Valley Community College,1,0,3820.0,55,0.15777064504154126,0.09437983713587411,2
2621,Universidad Pentecostal Mizpa,2,0,3640.0,44,0.099206349,0.0,2
2624,Midwestern State University,1,0,7665.0,50,0.185726569,0.096302666,2
2628,Grace College of Divinity,2,0,3520.0,32,0.25,0.0711596745923386,2
2630,Western Pennsylvania Hospital School of Nursing,2,1,6705.0,43,0.191780822,0.0711596745923386,2
2634,Tallahassee Community College,1,0,2024.0,10,0.15777064504154126,0.09437983713587411,2
2644,Mercer County Community College,1,0,3408.0,36,0.15777064504154126,0.09437983713587411,2
2645,Medical Career Institute,3,0,6000.0,36,0.227722772,0.04793951204880309,2
2648,Wayne State College,1,0,5574.0,34,0.163029525,0.104621309,2
2665,University of South Florida-St Petersburg,1,0,5820.0,10,0.15777064504154126,0.09437983713587411,2
2673,Allegany College of Maryland,1,0,3450.0,23,0.15777064504154126,0.09437983713587411,2
2679,Montgomery College,1,0,4452.0,23,0.15777064504154126,0.09437983713587411,2
2682,Northern Essex Community College,1,0,3888.0,22,0.15777064504154126,0.09437983713587411,2
2684,Mitchell Technical Institute,1,0,4296.0,48,0.169398907,0.062295082,2
2689,University of North Carolina at Charlotte,1,0,6107.0,32,0.15777064504154126,0.09437983713587411,2
2697,Georgia Military College-Distance Learning Campuses,1,0,5847.0,12,0.15777064504154126,0.09437983713587411,2
2701,Florida State University,1,0,6507.0,10,0.15777064504154126,0.09437983713587411,2
2706,Ohio University-Lancaster Campus,1,0,4974.0,40,0.15777064504154126,0.09437983713587411,2
2707,Eastern Kentucky University,1,0,7536.0,20,0.15777064504154126,0.09437983713587411,2
2708,Chattahoochee Valley Community College,1,0,4260.0,1,0.15777064504154126,0.09437983713587411,2
2710,Schenectady County Community College,1,0,3745.0,39,0.155624037,0.035439137,2
2716,Luna Community College,1,0,886.0,37,0.143338955,0.09437983713587411,2
2718,Cecil College,1,0,3510.0,23,0.15777064504154126,0.09437983713587411,2
2721,Southwestern Illinois College,1,0,3024.0,17,0.15777064504154126,0.09437983713587411,2
2723,Wood County School of Practical Nursing,1,0,3645.0,57,0.15777064504154126,0.0,2
2724,Southeastern Bible College,2,0,11370.0,1,0.184,0.0711596745923386,2
2726,MiraCosta College,1,0,1148.0,5,0.15777064504154126,0.09437983713587411,2
2728,East San Gabriel Valley Regional Occupational Program,1,0,5650.0,5,0.15777064504154126,0.09437983713587411,2
2732,University of South Florida-Main Campus,1,0,6410.0,10,0.15777064504154126,0.09437983713587411,2
2733,Normandale Community College,1,0,5694.0,27,0.165391407,0.074749853,2
2749,West Liberty University,1,0,6226.0,57,0.144409938,0.094720497,2
2750,Kennebec Valley Community College,1,0,3258.0,24,0.175482788,0.015952981,2
2751,Northwest Louisiana Technical College,1,0,2629.0,21,0.094850949,0.0,2
2755,El Camino College-Compton Center,1,0,1142.0,5,0.15777064504154126,0.09437983713587411,2
2757,Macomb Community College,1,0,2859.0,26,0.15777064504154126,0.09437983713587411,2
2759,Shepherd University,1,0,6256.0,57,0.15777064504154126,0.09437983713587411,2
2764,Orange Coast College,1,0,1184.0,5,0.15777064504154126,0.09437983713587411,2
2770,Southern Illinois University-Edwardsville,1,0,9666.0,17,0.143978031,0.151824245,2
2778,Northwest Iowa Community College,1,0,5370.0,15,0.194285714,0.044285714,2
2786,Los Angeles Pierce College,1,0,1221.0,5,0.15777064504154126,0.09437983713587411,2
2787,Hopkinsville Community College,1,0,3456.0,20,0.165255797,0.005520795,2
2795,Tennessee College of Applied Technology-Elizabethton,1,0,3477.0,49,0.136764706,0.0,2
2813,Broward College,1,0,2542.0,10,0.15777064504154126,0.09437983713587411,2
2814,Cape Coral Institute of Technology,1,0,4626.0,10,0.099656357,0.0,2
2815,Lake Area Technical Institute,1,0,4850.0,48,0.16204051,0.067516879,2
2822,University of the District of Columbia,1,0,5138.0,8,0.171022291,0.01614143,2
2823,Tulsa Technology Center-Lemley Campus,1,0,5895.0,41,0.140826873,0.0,2
2835,Laurel University,2,0,8890.0,32,0.215686275,0.0711596745923386,2
2844,CUNY New York City College of Technology,1,0,6069.0,39,0.15777064504154126,0.09437983713587411,2
2867,Little Priest Tribal College,2,1,4380.0,34,0.14186649974413781,0.0,2
2869,Chadron State College,1,0,5600.0,34,0.16357206,0.07515473,2
2875,MyComputerCareer.com-Indianapolis,3,0,11280.0,18,0.213793103,0.04793951204880309,2
2879,College of Court Reporting Inc,3,0,13550.0,18,0.216981132,0.061320755,2
2891,Moultrie Technical College,1,0,2484.0,12,0.15777064504154126,0.09437983713587411,2
2892,Southeast Kentucky Community and Technical College,1,0,3600.0,20,0.115062762,0.010460251,2
2900,CUNY York College,1,0,6096.0,39,0.15777064504154126,0.09437983713587411,2
2906,Technical College of the Lowcountry,1,0,3940.0,47,0.160851567,0.09437983713587411,2
2922,Concord University,1,0,6160.0,57,0.15777064504154126,0.09437983713587411,2
2924,Leech Lake Tribal College,1,0,4580.0,27,0.15777064504154126,0.09437983713587411,2
2927,North Central Texas College,1,0,1344.0,50,0.15777064504154126,0.09437983713587411,2
2949,Montgomery Community College,1,0,2363.0,32,0.151927438,0.0,2
2950,Lenoir Community College,1,0,2407.0,32,0.140837696,0.09437983713587411,2
2951,Bristol Technical Education Center,1,0,3500.0,7,0.15777064504154126,0.0,2
2962,Johnson University,2,0,10800.0,49,0.215846995,0.071038251,2
2963,Troy University,1,0,7276.0,1,0.15777064504154126,0.09437983713587411,2
2965,Western Illinois University,1,0,11767.0,17,0.150524617,0.118442292,2
